teamInnings,scorecard,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR
Namibia,T20I # 1823,1,Michael van Lingen,c Pramod Madushan b Chameera,3,6,0,0,50.00
Namibia,T20I # 1823,2,Divan la Cock,c Shanaka b Pramod Madushan,9,9,1,0,100.00
Namibia,T20I # 1823,3,Jan Nicol Loftie-Eaton,c †Mendis b Karunaratne,20,12,1,2,166.66
Namibia,T20I # 1823,4,Stephan Baard,c DM de Silva b Pramod Madushan,26,24,2,0,108.33
Namibia,T20I # 1823,5,Gerhard Erasmus(c),c Gunathilaka b PWH de Silva,20,24,0,0,83.33
Namibia,T20I # 1823,6,Jan Frylinck,run out (Gunathilaka/†Mendis),44,28,4,0,157.14
Namibia,T20I # 1823,7,David Wiese,c †Mendis b Theekshana,0,1,0,0,0.00
Namibia,T20I # 1823,8,JJ Smit,not out ,31,16,2,2,193.75
Sri Lanka,T20I # 1823,1,Pathum Nissanka,c Smit b Shikongo,9,10,1,0,90.00
Sri Lanka,T20I # 1823,2,Kusal Mendis†,c †Green b Wiese,6,6,0,0,100.00
Sri Lanka,T20I # 1823,3,Dhananjaya de Silva,c Shikongo b Frylinck,12,11,1,0,109.09
Sri Lanka,T20I # 1823,4,Danushka Gunathilaka,c †Green b Shikongo,0,1,0,0,0.00
Sri Lanka,T20I # 1823,5,Bhanuka Rajapaksa,c la Cock b Scholtz,20,21,2,0,95.23
Sri Lanka,T20I # 1823,6,Dasun Shanaka(c),c †Green b Frylinck,29,23,2,1,126.08
Sri Lanka,T20I # 1823,7,Wanindu Hasaranga de Silva,c Loftie-Eaton b Scholtz,4,8,0,0,50.00
Sri Lanka,T20I # 1823,8,Chamika Karunaratne,c Baard b Smit,5,8,0,0,62.50
Sri Lanka,T20I # 1823,9,Pramod Madushan,run out (van Lingen/†Green),0,0,0,0,-
Sri Lanka,T20I # 1823,10,Dushmantha Chameera,c Erasmus b Wiese,8,15,0,0,53.33
Sri Lanka,T20I # 1823,11,Maheesh Theekshana,not out ,11,11,0,1,100.00
U.A.E.,T20I # 1825,1,Chirag Suri,c †Edwards b van der Merwe,12,20,1,0,60.00
U.A.E.,T20I # 1825,2,Muhammad Waseem,c Pringle b Klaassen,41,47,1,2,87.23
U.A.E.,T20I # 1825,3,Kashif Daud, b Pringle,15,14,0,1,107.14
U.A.E.,T20I # 1825,4,Vriitya Aravind†,c Klaassen b de Leede,18,21,0,0,85.71
U.A.E.,T20I # 1825,5,Zawar Farid,run out (Ackermann/†Edwards),2,4,0,0,50.00
U.A.E.,T20I # 1825,6,Basil Hameed,c van der Merwe b de Leede,4,4,1,0,100.00
U.A.E.,T20I # 1825,7,Chundangapoyil Rizwan(c), b de Leede,1,2,0,0,50.00
U.A.E.,T20I # 1825,8,Aayan Afzal Khan,c Cooper b Klaassen,5,7,0,0,71.42
U.A.E.,T20I # 1825,9,Karthik Meiyappan,not out ,0,0,0,0,-
U.A.E.,T20I # 1825,10,Junaid Siddique,not out ,0,1,0,0,0.00
Netherlands,T20I # 1825,1,Vikramjit Singh, b Basil Hameed,10,7,2,0,142.85
Netherlands,T20I # 1825,2,Max O'Dowd, b Junaid Siddique,23,18,3,1,127.77
Netherlands,T20I # 1825,3,Bas de Leede,c Rizwan b Meiyappan,14,18,1,0,77.77
Netherlands,T20I # 1825,4,Colin Ackermann,c Junaid Siddique b Aayan Afzal Khan,17,19,1,0,89.47
Netherlands,T20I # 1825,5,Tom Cooper,lbw b Junaid Siddique,8,16,0,0,50.00
Netherlands,T20I # 1825,6,Scott Edwards(c)†,not out ,16,19,0,0,84.21
Netherlands,T20I # 1825,7,Roelof van der Merwe, b Junaid Siddique,0,2,0,0,0.00
Netherlands,T20I # 1825,8,Tim Pringle, b Zahoor Khan,15,16,0,0,93.75
Netherlands,T20I # 1825,9,Logan van Beek,not out ,4,4,0,0,100.00
Scotland,T20I # 1826,1,George Munsey,not out ,66,53,9,0,124.52
Scotland,T20I # 1826,2,Michael Jones, b Holder,20,17,3,0,117.64
Scotland,T20I # 1826,3,Matthew Cross†,c Brooks b Holder,3,5,0,0,60.00
Scotland,T20I # 1826,4,Richie Berrington(c),c Mayers b Joseph,16,14,0,1,114.28
Scotland,T20I # 1826,5,Calum MacLeod,c King b Smith,23,14,4,0,164.28
Scotland,T20I # 1826,6,Michael Leask, b Joseph,4,6,0,0,66.66
Scotland,T20I # 1826,7,Chris Greaves,not out ,16,11,2,0,145.45
West Indies,T20I # 1826,1,Kyle Mayers,c Munsey b Davey,20,13,3,1,153.84
West Indies,T20I # 1826,2,Evin Lewis,c Jones b Wheal,14,13,1,1,107.69
West Indies,T20I # 1826,3,Brandon King, b Watt,17,15,3,0,113.33
West Indies,T20I # 1826,4,Nicholas Pooran(c)†, b Leask,5,9,0,0,55.55
West Indies,T20I # 1826,5,Shamarh Brooks,c Leask b Wheal,4,9,0,0,44.44
West Indies,T20I # 1826,6,Rovman Powell,c MacLeod b Leask,5,6,0,0,83.33
West Indies,T20I # 1826,7,Jason Holder,c Greaves b Sharif,38,33,4,1,115.15
West Indies,T20I # 1826,8,Akeal Hosein,run out (†Cross/Leask),1,1,0,0,100.00
West Indies,T20I # 1826,9,Alzarri Joseph,c †Cross b Watt,0,1,0,0,0.00
West Indies,T20I # 1826,10,Odean Smith,c Greaves b Watt,5,8,0,0,62.50
West Indies,T20I # 1826,11,Obed McCoy,not out ,2,3,0,0,66.66
Zimbabwe,T20I # 1828,1,Regis Chakabva†,c †Tucker b Little,0,2,0,0,0.00
Zimbabwe,T20I # 1828,2,Craig Ervine(c),st †Tucker b Simi Singh,9,12,1,0,75.00
Zimbabwe,T20I # 1828,3,Wessly Madhevere,c Delany b Little,22,19,4,0,115.78
Zimbabwe,T20I # 1828,4,Sean Williams,c Tector b Simi Singh,12,11,0,1,109.09
Zimbabwe,T20I # 1828,5,Sikandar Raza, b Adair,82,48,5,5,170.83
Zimbabwe,T20I # 1828,6,Milton Shumba,c Little b Adair,16,14,1,0,114.28
Zimbabwe,T20I # 1828,7,Ryan Burl,c Adair b Little,1,4,0,0,25.00
Zimbabwe,T20I # 1828,8,Luke Jongwe,not out ,20,10,3,0,200.00
Ireland,T20I # 1828,1,Paul Stirling, b Ngarava,0,2,0,0,0.00
Ireland,T20I # 1828,2,Andy Balbirnie(c),c Ervine b Muzarabani,3,4,0,0,75.00
Ireland,T20I # 1828,3,Lorcan Tucker†, b Ngarava,11,11,2,0,100.00
Ireland,T20I # 1828,4,Harry Tector,c Ervine b Muzarabani,1,4,0,0,25.00
Ireland,T20I # 1828,5,Curtis Campher, b Williams,27,22,1,0,122.72
Ireland,T20I # 1828,6,George Dockrell, b Sikandar Raza,24,20,3,0,120.00
Ireland,T20I # 1828,7,Gareth Delany,c Shumba b Chatara,24,20,1,1,120.00
Ireland,T20I # 1828,8,Mark Adair,c Sikandar Raza b Muzarabani,9,10,0,1,90.00
Ireland,T20I # 1828,9,Simi Singh, b Chatara,0,1,0,0,0.00
Ireland,T20I # 1828,10,Barry McCarthy,not out ,22,16,1,2,137.50
Ireland,T20I # 1828,11,Josh Little,not out ,7,11,1,0,63.63
Namibia,T20I # 1830,1,Michael van Lingen,c de Leede b Ackermann,20,19,3,0,105.26
Namibia,T20I # 1830,2,Divan la Cock,c de Leede b Pringle,0,2,0,0,0.00
Namibia,T20I # 1830,3,Stephan Baard,c Klaassen b van der Merwe,19,22,0,0,86.36
Namibia,T20I # 1830,4,Jan Nicol Loftie-Eaton,c †Edwards b van Meekeren,0,2,0,0,0.00
Namibia,T20I # 1830,5,Jan Frylinck,c van Meekeren b de Leede,43,48,1,1,89.58
Namibia,T20I # 1830,6,Gerhard Erasmus(c), b de Leede,16,18,0,0,88.88
Namibia,T20I # 1830,7,David Wiese,not out ,11,5,1,0,220.00
Namibia,T20I # 1830,8,JJ Smit,not out ,5,4,1,0,125.00
Netherlands,T20I # 1830,1,Max O'Dowd,run out (Erasmus),35,35,1,1,100.00
Netherlands,T20I # 1830,2,Vikramjit Singh,c Loftie-Eaton b Scholtz,39,31,3,2,125.80
Netherlands,T20I # 1830,3,Bas de Leede,not out ,30,30,2,0,100.00
Netherlands,T20I # 1830,4,Tom Cooper,c van Lingen b Smit,6,6,1,0,100.00
Netherlands,T20I # 1830,5,Colin Ackermann,c Erasmus b Smit,0,2,0,0,0.00
Netherlands,T20I # 1830,6,Scott Edwards(c)†,c Loftie-Eaton b Frylinck,1,5,0,0,20.00
Netherlands,T20I # 1830,7,Tim Pringle,not out ,8,9,0,0,88.88
Sri Lanka,T20I # 1832,1,Pathum Nissanka,c Basil Hameed b Zahoor Khan,74,60,6,2,123.33
Sri Lanka,T20I # 1832,2,Kusal Mendis†,lbw b Aryan Lakra,18,13,2,0,138.46
Sri Lanka,T20I # 1832,3,Dhananjaya de Silva,run out (Muhammad Waseem/Aayan Afzal Khan),33,21,3,1,157.14
Sri Lanka,T20I # 1832,4,Bhanuka Rajapaksa,c Kashif Daud b Meiyappan,5,8,0,0,62.50
Sri Lanka,T20I # 1832,5,Charith Asalanka,c †Aravind b Meiyappan,0,1,0,0,0.00
Sri Lanka,T20I # 1832,6,Dasun Shanaka(c), b Meiyappan,0,1,0,0,0.00
Sri Lanka,T20I # 1832,7,Wanindu Hasaranga de Silva,c Basil Hameed b Aayan Afzal Khan,2,3,0,0,66.66
Sri Lanka,T20I # 1832,8,Chamika Karunaratne,c Kashif Daud b Zahoor Khan,8,11,1,0,72.72
Sri Lanka,T20I # 1832,9,Pramod Madushan,not out ,1,1,0,0,100.00
Sri Lanka,T20I # 1832,10,Dushmantha Chameera,not out ,1,1,0,0,100.00
U.A.E.,T20I # 1832,1,Muhammad Waseem, b Chameera,2,4,0,0,50.00
U.A.E.,T20I # 1832,2,Chirag Suri, b Pramod Madushan,14,19,3,0,73.68
U.A.E.,T20I # 1832,3,Aryan Lakra, b Chameera,1,3,0,0,33.33
U.A.E.,T20I # 1832,4,Chundangapoyil Rizwan(c),c Rajapaksa b Chameera,1,3,0,0,33.33
U.A.E.,T20I # 1832,5,Vriitya Aravind†,lbw b PWH de Silva,9,18,1,0,50.00
U.A.E.,T20I # 1832,6,Basil Hameed,c DM de Silva b Shanaka,2,6,0,0,33.33
U.A.E.,T20I # 1832,7,Aayan Afzal Khan, b PWH de Silva,19,21,1,0,90.47
U.A.E.,T20I # 1832,8,Kashif Daud,lbw b PWH de Silva,0,4,0,0,0.00
U.A.E.,T20I # 1832,9,Karthik Meiyappan,st †Mendis b Theekshana,4,8,0,0,50.00
U.A.E.,T20I # 1832,10,Junaid Siddique,c Nissanka b Theekshana,18,16,1,1,112.50
U.A.E.,T20I # 1832,11,Zahoor Khan,not out ,1,1,0,0,100.00
Scotland,T20I # 1833,1,George Munsey,lbw b Adair,1,2,0,0,50.00
Scotland,T20I # 1833,2,Michael Jones,c Adair b Little,86,55,6,4,156.36
Scotland,T20I # 1833,3,Matthew Cross†,c McCarthy b Campher,28,21,5,0,133.33
Scotland,T20I # 1833,4,Richie Berrington(c),c Dockrell b Campher,37,27,3,1,137.03
Scotland,T20I # 1833,5,Michael Leask,not out ,17,13,2,0,130.76
Scotland,T20I # 1833,6,Calum MacLeod,run out (†Tucker),0,3,0,0,0.00
Ireland,T20I # 1833,1,Paul Stirling,c †Cross b Sharif,8,10,1,0,80.00
Ireland,T20I # 1833,2,Andy Balbirnie(c),c Jones b Wheal,14,12,2,0,116.66
Ireland,T20I # 1833,3,Lorcan Tucker†,c Davey b Watt,20,17,2,0,117.64
Ireland,T20I # 1833,4,Harry Tector,c Greaves b Leask,14,16,1,0,87.50
Ireland,T20I # 1833,5,Curtis Campher,not out ,72,32,7,2,225.00
Ireland,T20I # 1833,6,George Dockrell,not out ,39,27,4,1,144.44
West Indies,T20I # 1834,1,Kyle Mayers,c †Chakabva b Muzarabani,13,12,2,0,108.33
West Indies,T20I # 1834,2,Johnson Charles,run out (Munyonga/Williams),45,36,3,2,125.00
West Indies,T20I # 1834,3,Evin Lewis,c Shumba b Sikandar Raza,15,18,1,0,83.33
West Indies,T20I # 1834,4,Nicholas Pooran(c)†,c & b Williams,7,9,0,0,77.77
West Indies,T20I # 1834,5,Rovman Powell,c Ngarava b Muzarabani,28,21,1,2,133.33
West Indies,T20I # 1834,6,Shamarh Brooks,lbw b Sikandar Raza,0,3,0,0,0.00
West Indies,T20I # 1834,7,Jason Holder,c & b Sikandar Raza,4,3,0,0,133.33
West Indies,T20I # 1834,8,Akeal Hosein,not out ,23,18,2,0,127.77
West Indies,T20I # 1834,9,Odean Smith,not out ,1,2,0,0,50.00
Zimbabwe,T20I # 1834,1,Wessly Madhevere,c Lewis b Holder,27,19,3,1,142.10
Zimbabwe,T20I # 1834,2,Regis Chakabva(c)†, b Joseph,13,9,3,0,144.44
Zimbabwe,T20I # 1834,3,Tony Munyonga, b Joseph,2,6,0,0,33.33
Zimbabwe,T20I # 1834,4,Sean Williams,c †Pooran b McCoy,1,2,0,0,50.00
Zimbabwe,T20I # 1834,5,Sikandar Raza,c Powell b Smith,14,8,1,1,175.00
Zimbabwe,T20I # 1834,6,Milton Shumba,c Brooks b Hosein,2,9,0,0,22.22
Zimbabwe,T20I # 1834,7,Ryan Burl,lbw b Holder,17,19,3,0,89.47
Zimbabwe,T20I # 1834,8,Luke Jongwe, b Joseph,29,22,3,1,131.81
Zimbabwe,T20I # 1834,9,Richard Ngarava, b Joseph,2,6,0,0,33.33
Zimbabwe,T20I # 1834,10,Tendai Chatara, b Holder,3,8,0,0,37.50
Zimbabwe,T20I # 1834,11,Blessing Muzarabani,not out ,1,4,0,0,25.00
Sri Lanka,T20I # 1835,1,Pathum Nissanka, b van Meekeren,14,21,0,1,66.66
Sri Lanka,T20I # 1835,2,Kusal Mendis†,c sub (LV van Beek) b van der Gugten,79,44,5,5,179.54
Sri Lanka,T20I # 1835,3,Dhananjaya de Silva,lbw b van Meekeren,0,1,0,0,0.00
Sri Lanka,T20I # 1835,4,Charith Asalanka,c †Edwards b de Leede,31,30,3,0,103.33
Sri Lanka,T20I # 1835,5,Bhanuka Rajapaksa,c Pringle b de Leede,19,13,2,0,146.15
Sri Lanka,T20I # 1835,6,Dasun Shanaka(c),c Ackermann b Klaassen,8,5,0,1,160.00
Sri Lanka,T20I # 1835,7,Wanindu Hasaranga de Silva,not out ,5,4,0,0,125.00
Sri Lanka,T20I # 1835,8,Chamika Karunaratne,not out ,2,2,0,0,100.00
Netherlands,T20I # 1835,1,Max O'Dowd,not out ,71,53,6,3,133.96
Netherlands,T20I # 1835,2,Vikramjit Singh,c Shanaka b Theekshana,7,14,0,0,50.00
Netherlands,T20I # 1835,3,Bas de Leede,c †Mendis b Kumara,14,10,1,1,140.00
Netherlands,T20I # 1835,4,Colin Ackermann,c & b PWH de Silva,0,1,0,0,0.00
Netherlands,T20I # 1835,5,Tom Cooper, b Theekshana,16,19,2,0,84.21
Netherlands,T20I # 1835,6,Scott Edwards(c)†, b Fernando,21,15,3,0,140.00
Netherlands,T20I # 1835,7,Tim Pringle,run out (DM de Silva),2,4,0,0,50.00
Netherlands,T20I # 1835,8,Timm van der Gugten, b PWH de Silva,0,1,0,0,0.00
Netherlands,T20I # 1835,9,Fred Klaassen, b PWH de Silva,3,3,0,0,100.00
Netherlands,T20I # 1835,10,Paul van Meekeren,run out (Shanaka),0,0,0,0,-
Netherlands,T20I # 1835,11,Roelof van der Merwe,not out ,0,1,0,0,0.00
U.A.E.,T20I # 1836,1,Muhammad Waseem,c Trumpelmann b Shikongo,50,41,1,3,121.95
U.A.E.,T20I # 1836,2,Vriitya Aravind†,c van Lingen b Scholtz,21,32,2,0,65.62
U.A.E.,T20I # 1836,3,Chundangapoyil Rizwan(c),not out ,43,29,3,1,148.27
U.A.E.,T20I # 1836,4,Alishan Sharafu,c †Green b Wiese,4,4,0,0,100.00
U.A.E.,T20I # 1836,5,Basil Hameed,not out ,25,14,2,2,178.57
Namibia,T20I # 1836,1,Michael van Lingen,c Sharafu b Basil Hameed,10,8,1,0,125.00
Namibia,T20I # 1836,2,Stephan Baard,c Ahmed Raza b Junaid Siddique,4,6,1,0,66.66
Namibia,T20I # 1836,3,Jan Nicol Loftie-Eaton,lbw b Basil Hameed,1,6,0,0,16.66
Namibia,T20I # 1836,4,Gerhard Erasmus(c), b Meiyappan,16,18,2,0,88.88
Namibia,T20I # 1836,5,Jan Frylinck, b Zahoor Khan,14,17,1,0,82.35
Namibia,T20I # 1836,6,JJ Smit,run out (Meiyappan/Ahmed Raza),3,3,0,0,100.00
Namibia,T20I # 1836,7,David Wiese,c Sharafu b Muhammad Waseem,55,36,3,3,152.77
Namibia,T20I # 1836,8,Zane Green†, b Zahoor Khan,2,3,0,0,66.66
Namibia,T20I # 1836,9,Ruben Trumpelmann,not out ,25,24,1,1,104.16
Namibia,T20I # 1836,10,Bernard Scholtz,not out ,1,1,0,0,100.00
West Indies,T20I # 1837,1,Kyle Mayers,c Tector b McCarthy,1,5,0,0,20.00
West Indies,T20I # 1837,2,Johnson Charles,c Campher b Simi Singh,24,18,3,1,133.33
West Indies,T20I # 1837,3,Evin Lewis,c Adair b Delany,13,18,0,0,72.22
West Indies,T20I # 1837,4,Brandon King,not out ,62,48,6,1,129.16
West Indies,T20I # 1837,5,Nicholas Pooran(c)†,c Tector b Delany,13,11,0,1,118.18
West Indies,T20I # 1837,6,Rovman Powell,c Tector b Delany,6,8,1,0,75.00
West Indies,T20I # 1837,7,Odean Smith,not out ,19,12,1,2,158.33
Ireland,T20I # 1837,1,Paul Stirling,not out ,66,48,6,2,137.50
Ireland,T20I # 1837,2,Andy Balbirnie(c),c Mayers b Hosein,37,23,3,3,160.86
Ireland,T20I # 1837,3,Lorcan Tucker†,not out ,45,35,2,2,128.57
Scotland,T20I # 1838,1,George Munsey,c Shumba b Ngarava,54,51,7,0,105.88
Scotland,T20I # 1838,2,Michael Jones,c Sikandar Raza b Chatara,4,5,1,0,80.00
Scotland,T20I # 1838,3,Matthew Cross†,c Madhevere b Ngarava,1,7,0,0,14.28
Scotland,T20I # 1838,4,Richie Berrington(c),c Shumba b Sikandar Raza,13,15,0,0,86.66
Scotland,T20I # 1838,5,Calum MacLeod,c Jongwe b Chatara,25,26,1,0,96.15
Scotland,T20I # 1838,6,Michael Leask, b Muzarabani,12,9,2,0,133.33
Scotland,T20I # 1838,7,Chris Greaves,not out ,3,7,0,0,42.85
Scotland,T20I # 1838,8,Josh Davey,not out ,4,3,0,0,133.33
Zimbabwe,T20I # 1838,1,Regis Chakabva†,lbw b Wheal,4,3,1,0,133.33
Zimbabwe,T20I # 1838,2,Craig Ervine(c),c MacLeod b Watt,58,54,6,0,107.40
Zimbabwe,T20I # 1838,3,Wessly Madhevere, b Davey,0,5,0,0,0.00
Zimbabwe,T20I # 1838,4,Sean Williams,c Wheal b Leask,7,12,0,0,58.33
Zimbabwe,T20I # 1838,5,Sikandar Raza,c †Cross b Davey,40,23,3,2,173.91
Zimbabwe,T20I # 1838,6,Milton Shumba,not out ,11,11,0,0,100.00
Zimbabwe,T20I # 1838,7,Ryan Burl,not out ,9,5,1,0,180.00
New Zealand,T20I # 1839,1,Finn Allen, b Hazlewood,42,16,5,3,262.50
New Zealand,T20I # 1839,2,Devon Conway†,not out ,92,58,7,2,158.62
New Zealand,T20I # 1839,3,Kane Williamson(c),lbw b Zampa,23,23,1,1,100.00
New Zealand,T20I # 1839,4,Glenn Phillips,c & b Hazlewood,12,10,2,0,120.00
New Zealand,T20I # 1839,5,James Neesham,not out ,26,13,0,2,200.00
Australia,T20I # 1839,1,David Warner, b Southee,5,6,1,0,83.33
Australia,T20I # 1839,2,Aaron Finch(c),c Williamson b Santner,13,11,1,1,118.18
Australia,T20I # 1839,3,Mitchell Marsh,c Neesham b Southee,16,12,2,1,133.33
Australia,T20I # 1839,4,Glenn Maxwell, b Sodhi,28,20,3,1,140.00
Australia,T20I # 1839,5,Marcus Stoinis,c Phillips b Santner,7,14,0,0,50.00
Australia,T20I # 1839,6,Tim David,c Neesham b Santner,11,8,0,1,137.50
Australia,T20I # 1839,7,Matthew Wade†,c †Conway b Ferguson,2,4,0,0,50.00
Australia,T20I # 1839,8,Pat Cummins,c †Conway b Southee,21,18,2,1,116.66
Australia,T20I # 1839,9,Mitchell Starc, b Boult,4,7,0,0,57.14
Australia,T20I # 1839,10,Adam Zampa, b Boult,0,2,0,0,0.00
Australia,T20I # 1839,11,Josh Hazlewood,not out ,1,1,0,0,100.00
Afghanistan,T20I # 1840,1,Hazratullah Zazai,c Livingstone b Stokes,7,17,1,0,41.17
Afghanistan,T20I # 1840,2,Rahmanullah Gurbaz†,c †Buttler b Wood,10,9,0,1,111.11
Afghanistan,T20I # 1840,3,Ibrahim Zadran,c Ali b Curran,32,32,3,1,100.00
Afghanistan,T20I # 1840,4,Usman Ghani,c Livingstone b Curran,30,30,3,0,100.00
Afghanistan,T20I # 1840,5,Najibullah Zadran,c Rashid b Stokes,13,11,0,1,118.18
Afghanistan,T20I # 1840,6,Mohammad Nabi(c),c †Buttler b Wood,3,5,0,0,60.00
Afghanistan,T20I # 1840,7,Azmatullah Omarzai,c Stokes b Curran,8,6,1,0,133.33
Afghanistan,T20I # 1840,8,Rashid Khan,c Hales b Curran,0,1,0,0,0.00
Afghanistan,T20I # 1840,9,Mujeeb Ur Rahman,c & b Woakes,0,1,0,0,0.00
Afghanistan,T20I # 1840,10,Fareed Ahmad,not out ,2,4,0,0,50.00
Afghanistan,T20I # 1840,11,Fazalhaq Farooqi,c Malan b Curran,0,2,0,0,0.00
England,T20I # 1840,1,Jos Buttler(c)†,c Mujeeb Ur Rahman b Fazalhaq Farooqi,18,18,3,0,100.00
England,T20I # 1840,2,Alex Hales,c Fazalhaq Farooqi b Fareed Ahmad,19,20,0,1,95.00
England,T20I # 1840,3,Dawid Malan,c Mohammad Nabi b Mujeeb Ur Rahman,18,30,0,0,60.00
England,T20I # 1840,4,Ben Stokes, b Mohammad Nabi,2,4,0,0,50.00
England,T20I # 1840,5,Liam Livingstone,not out ,29,21,3,0,138.09
